case_id,case_name,Facts,Issues,Analysis of the Law,,Petitioner's Arguments,Respondent's Arguments,Court's Reasoning,,Conclusion
,,,,"64. The order dated 13/11/2019 to the above effect was challenged by IMAX and during its pendency, a three-Judge Bench of the Supreme Court in Vedanta Limited (supra), by taking note of this order passed by the learned Single Judge on 13/11/2019, reached a conclusion that a foreign award was a decree and, therefore, Article 136 of the Limitation Act is applicable for its enforcement.

70/168 CARBP-414-18.odt The issue of limitation for filing an enforcement/ execution application of foreign award under Section 47 of the Act of 1996, was deliberated upon, in the wake of the divergent views being taken by different High Courts with respect to the period of limitation.

In making reference to the various decisions, the decision of the learned Single Judge of Bombay High Court in Noy Vallesina Engg. Spa Vs. Jindal Drugs Ltd. 30, Imax Corporation Vs. E-City Entertainment (India) (P) Ltd. as well as the decisions of the Madras High Court and the Delhi High Court were taken note of.

As regards the view taken in Imax (supra), it was noted that another Single Judge of the Bombay High Court, followed the Judgment in Fuerst Day Lawson Ltd. and held that since the foreign award is already stamped as a decree, the award holder may apply for enforcement, after steps are taken for execution of award under Sections 47 and 48 of the Act of 1996, as in one proceedings, there may be different stages, the first stage being the Court would require to decide on the enforceability of the award, having regard to the requirement of the provision and, thereafter, proceed to take steps for its execution and, therefore, Article 136 would be applicable for enforcement of a foreign award.",,,,"117. Even Mr.David Berman, the witness on behalf of IMAX, gave a clear admission that in respect of additional payments, 123/168 CARBP-414-18.odt it is conceded by RBI to be extraordinary commercial borrowings and if it is so then definitely the FEMA and the restrictions imposed by RBI as well as the Central Government are expected to be complied with, having been held to be mandatory.",,
,,,,"65. Their Lordships of the Apex Court, in the wake of the conflicting pronouncements, noted that the Indian Arbitration Act, 1996 does not specify any period of limitation for filing application for enforcement/execution of foreign award, 30 2006 SCC OnLine Bom 545 71/168 CARBP-414-18.odt though Section 43 provide that the Limitation Act, 1963 shall apply to arbitrations, as it applies to proceedings in Court.

It is recorded that Limitation Act, 1963 does not contain any specific provision for enforcement of a foreign award and Articles 136 and 137 fall within the third division of the Schedule, and Article 136 provides that the period of limitation for the execution of any decree or order of a ""civil court"" is twelve years from the date when the decree or order becomes enforceable.

Article 137 was referred to as residuary provision, prescribing the limitation of three years from the point of time, when the right to apply accrues.",,,,"A party, in an adversary system deserve an opportunity to challenge by cross-examination, the evidence of any witness of the opposing party, so as to impact the witnesses's credibility, so that his evidence shall not be accepted on that point and this is a well recognized matter of fairness in legal proceedings. This opportunity ensure that a witness is given an opportunity to explain his or her evidence, if it is to be impugned. A Party is disentitled to impugn the witness or another parties witness, if he has not asked appropriate question enabling the witness to deal with the same.",,
,,,,,,,,"The Agreement clearly contemplated prior approval of Reserve Bank of India, but the Award proceed on the basis that there is no evidence to prove that Reserve Bank of India would not have given permission, without testing the assertion of E-City that RBI never granted permission. Mr. Chudasma, the witness of E-City has unequivocally stated; ""......... Given by, that the Authorized Dealer State Bank of India itself had sought prior Reserve Bank of India approval for remittance of monies under the LOI and it was not possible for E-City to have made the remittances without prior approval of RBI."" The Tribunal ought to have, therefore, considered the issue by taking into consideration the above statement surfacing from the evidence of Mr. Chudasama which went un-contraverted.",,
,,,,"66. In light of the said scheme, further observations of the Apex Court in paragraph 69 deserve a reproduction :-

""69. Section 36 of the Arbitration Act, 1996 creates a statutory fiction for the limited purpose of enforcement of a ""domestic award"" as a decree of the court, even though it is otherwise an award in an arbitral proceeding. By this deeming fiction, a domestic award is deemed to be a decree of the court, even though it is as such not a decree passed by a civil court. The Arbitral Tribunal cannot be considered to be a ""court"", and the arbitral proceedings are not civil proceedings. The deeming fiction is restricted to treat the award as a decree of the court for the purposes of execution, even though it is, as a matter of fact, only an award in arbitral proceeding. In Paramjeet Singh Patheja V. ICDS Ltd., this Court in the context of a domestic award, held that the fiction is not intended to make an award a decree for all purposes, or under all statutes, whether State or Central. It is a legal fiction which must be limited to the purpose for which it was created. Paras 39 and 42 of the judgment in Paramjeet Singh Patheja read as : (SCC pp.345-46) ""39. Section 15 of the Arbitration Act, 1899 provides for ""enforcing""
the award as if it were a decree. Thus a final award, without actually being followed by a decree (as was later provided by Section 17 of the Arbitration Act of 1940), could be enforced i.e. executed in the same manner as a decree. For this limited purpose of enforcement, the provisions of CPC were made available for realising the money awarded. However, the award remained an award and did not become a decree either as defined in CPC and much less so far the purposes of 72/168 CARBP-414-18.odt an entirely different statute such as the Insolvency Act are concerned.

** ** **

42. The words ""as if"" demonstrate that award and decree or order are two different things. The legal fiction created is for the limited purpose of enforcement as a decree. The fiction is not intended to make it a decree for all purposes under all statutes,whether State or Central.""

(emphasis supplied)",,,,"The question so arose, when Mr. and Mrs. Griffiths and their youngest son went on a package holiday, which included package of meals. Mr. Griffith suffered a serious stomach upset which left him in long term problem and he sued the travel company. At trial, Mr. and Mrs. Griffiths gave uncontested evidence as to the fact. The evidence of an expert was also lead, who expressed an opinion, that on the balance of probabilities the food or drink served at the hotel was the cause for Mr. Griffiths woes.",,
,,,,"67. Further observations leading to a conclusion in paragraph 76 to the effect that the period of limitation for filing a petition for enforcement of a foreign award under Sections 47 and 49 would be governed by Article 137 of the Limitation Act, 1963, is supported by the following reasoning :-

""72. Foreign awards are not decrees of an Indian civil court. By a legal fiction, Section 49 provides that a foreign award, after it is granted recognition and enforcement under Section 48, would be deemed to be a decree of ""that court"" for the limited purpose of enforcement. The phrase ""that court"" refers to the court which has adjudicated upon the petition filed under Sections 47 and 49 for enforcement of the foreign award. In our view, Article 136 of the Limitation Act would not be applicable for the enforcement/execution of a foreign awards, since it is not a decree of a civil court in India.
73. The enforcement of a foreign award as a deemed decree of the High Court concerned [as per the amended Explanation to Section 47 by Act 3 of 2016 confers exclusive jurisdiction on the High Court for execution of foreign awards] would be covered by the residuary provision i.e. Article 137 of the Limitation Act. A three- Judge Bench of this Court in Kerala SEB V. T.P.Kunhaliumma held that the phrase ""any other application"" in Article 137 cannot be interpreted on the principle of ejusdem generis to be applications under the Civil Procedure Code. The phrase ""any other application""
used in Article 137 would include petitions within the word ""applications"", filed under any special enactment. This would be evident from the definition of ""application"" under Section 2(b) of the Limitation Act, which includes a petition. Article 137 stands in isolation from all other Articles in Part I of the Third Division of the Limitation Act, 1963.

74. The exclusion of an application filed under any of the provisions of Order 21 CPC from the purview of Section 5 of the Limitation Act, was brought in by the present Limitation Act, 1963. Under the previous Limitation Act, 1908 there were varying 73/168 CARBP-414-18.odt periods of limitation prescribed by Articles 182 and 183 of the said Act, as well as Section 48 of CPC, 1908. Article 182 provided that the period of limitation for execution of a decree or order of any civil court was 3 years, and in case where a certified copy of the decree or order was registered, the period of limitation was 6 years. Article 183 provided that the period of limitation to enforce a decree or order of a High Court was 6 years. Section 48 CPC (which has since been repealed by Section 28 of the Limitation Act of 1963) provided that the period of limitation for execution a decree was 12 years.

75. The Law Commission in its 3rd Report dated 21-7-1956 noted that different time-limits were prescribed for filing an application for execution of decrees or orders of civil courts. It was recommended that the time-limit should be absolute, and there should be no scope for any further extension of time by acknowledgments. There was no justification for making a distinction between decrees or orders passed by the High Court in exercise of original civil jurisdiction, and other decrees. The maximum period of limitation for the execution of a decree or order of any civil court was fixed at twelve years in the new Limitation Act, 1963 from the date when the decree or order became enforceable. In this background, the present Limitation Act, 1963 excludes any application filed under Order 21 from the purview of Section 5 of the Act, with the object that execution of decrees should be proceeded with as expeditiously as possible. The period of limitation for execution of the decree of a civil court is now uniformly fixed at the maximum period of 12 years for decrees of civil courts.""",,,,examination the evidence of any witness of the opposing party on a material point which he or she wishes to submit to the court should not be accepted. That rule extends to both witnesses as to fact and expert witnesses.,,
,,,,"68. Another tenacious justification offered in support of the conclusion drawn is worded as below :-

""77. The application under Sections 47 and 49 for enforcement of the foreign award, is a substantive petition filed under the Arbitration Act, 1996. It is a well-settled position that the Arbitration Act is a self-contained code. The application under Section 47 is not an application filed under any of the provisions of Order 21 CPC, 1908. The application is filed before the appropriate High Court for enforcement, which would take recourse to the provisions of Order 21 CPC only for the purposes of execution of the foreign award as a deemed decree. The bar contained in Section 5, which excludes an application filed under any of the provisions of Order 21 CPC, would not be applicable to a substantive petition filed under the Arbitration Act, 1996. Consequently, a party may file an application under Section 5 for condonation of delay, if required in the facts and circumstances of the case.""",,,,"(vi) Cross-examination gives the witness the opportunity to explain or clarify his or her evidence. That opportunity is particularly important when the opposing party intends to accuse the witness of 42 (1863) 6 R 67 128/168 CARBP-414-18.odt dishonesty, but there is no principled basis for confining the rule to cases of dishonesty.""",,
,,,,"69. The conundrum as regards the limitation period to be made applicable to the enforcement petition under Sections 47 and 49 has been put to rest by holding that the period of limitation prescribed by Article 136 of the Limitation Act shall be made applicable, but on sufficient grounds being shown to condone the delay in filing the enforcement/execution application, the delay is allowed to be condoned.
Admittedly, the present Petition is not supported by any such application for condonation of delay.",,,,"122. By reading of the aforesaid principles, which has also found its way in the Indian Jurisprudence, being recognized as a principal of natural justice, if there is no cross- examination on a particular point which has surfaced on record through the testimony of a particular witness, in that case the said statement being uncontroverted deserve to be accepted and admitted in evidence. Whenever the opponent has declined to avail himself of the opportunity to put his essential and material case in cross-examination, it must follow that the testimony cannot be disputed at all.",,
,,,,"70. Dealing with the objection that the Petition having been filed after five years, is barred by law of limitation, Mr.Chinoy has urged that once a point of limitation as a preliminary issue in the very same proceedings is decided by an order of this Court on 13/11/2019, holding that the Petition was within limitation, it is not open to E-City to once again raise the same contention. In any case, Mr.Chinoy has urged that the learned Single Judge has accepted the principal submission of the Petitioner that the limitation would be governed by Article 136 and he also accepted the alternative submission on behalf of IMAX that even Article 137 is applied, which has prescribed three years as period of limitation, from the point of time, when the right to apply accrues, it was still within limitation, by recording that as per the law laid down by the Supreme Court in Fiza Developers and Inter-Trade Private Limited Vs. AMCI (India) Private Limited & Anr. 31, the filing of Petition under Section 34 by E-City, operated as a stay on the enforcement of the award and it was only on 10/03/2017, when the Hon'ble Supreme Court dismissed the Section 34 Petition, 31 (2009) 17 SCC 796 75/168 CARBP-414-18.odt the enforcement and execution proceedings could have been entertained on behalf of IMAX.
E-City preferred Special Leave Petition before the Apex Court against the Judgment dated 13/11/2019, which was dismissed on 18/10/2022, which was subsequent to the decision of the Apex Court in the case of Vedanta Limited (supra) against which a review petition was filed, but even the same was dismissed on 16/08/2023. Therefore, according to Mr.Chinoy, issue of limitation stands concluded by the Judgment dated 13/11/2019 and it is not open for E-City to re-
open the said issue.",,,,"124. When the admissions coming from the witness of E-City was not controverted by subjecting him to cross-examination, 129/168 CARBP-414-18.odt I find that the Tribunal derived an inference contrary to what has been deposed by the witness, without affording a chance to explain or clarify the said statement, has definitely resulted into a loss of fair hearing as Mr. Chudasama had unequivocally stated that it was not possible for E-City to have made the remittances without prior approval of Reserve Bank of India, but without going for the cross-examination, the Tribunal has questioned this testimony, expressed doubt and derived at a finding that it was not a mandatory requirement and it was not refused, which definitely has resulted into perversity in its finding.",,
,,,,"The law of limitation is based on the maximum Interest Reipublicae Ut Sit Finis Litium. It is a general principle of general welfare that end should be put to a litigation and the principle is founded on the public policy. Section 3 of the Limitation Act makes it imperative for the Court to dismiss any application, filed beyond the period of limitation, although the point of limitation may be raised as one of the defence. It is only when sufficient cause is shown, the period of limitation is permitted to be extended, as contemplated under Section 5 of the Limitation Act.",,,,"126. In utter contrast, in Para 54, the Tribunal record that according the evidence of Mr. Burman, the Tribunal has no hesitation in accepting that the Reserve Bank of India has given permission for remittances of funds pursuant to other contracts, which other Indian parties have entered into and, therefore, there could have been no difficulty with the RBI in this respect, the contracts being structured in from of Sale and Purchase, rather than IMAX's customary form of lease.",,
,,,,"It is, therefore, when a sufficient cause is shown, the Court may be persuaded to accept the explanation offered and deem it appropriate to condone the delay and entertain the cause, despite it being lodged before the Court beyond the period prescribed for limitation.",,,,"128. I have perused the orders passed by the High Court of Judicature at Bombay, in the Company Petitions, where sanction was sought from the Court to the scheme of demerger under Section 391 to 394 of the Companies Act, 1956.",,
,,,,"72. Another angle to the law of limitation is also to be kept in mind, being on expiration of period of limitation prescribed for instituting the proceedings or making an Appeal, a right accrues in favour of other party, on account of the lapse of time and this right shall not be lightheartedly disturbed. The proof of sufficient cause is a condition precedent for exercise of power vested in the Court under Section 5 of the Limitation Act and the significant consideration would be the diligence of the party and its bona fide.",,,,"It is also specifically stated that the process for re- organization of business of E-City i.e. Respondent No.1 and 133/168 CARBP-414-18.odt demerger of real estate business of the Company was in pursuant to the Direct Automatic Root FDI Policy as a business decision and after receipt of advise of experts, such as APMG and ERNST and Young, this process kick started on 07/06/2005 on which date the Board of Directors of E-City passed a resolution to make the Company FDI compliant and this was much prior to the statement of case by IMAX and even much prior to the passing of Partial Final Award on liability on 09/02/2006. The incorporation of Respondent No.2 was immediately after the announcement of FDI Policy, whereas, incorporation of Respondent No.3 was after the Board Meeting dated 07/06/2005, and it is noted by me that only upon sufficient disclosures and statutory compliances being ensured, the High Court allowed the prayer of demerger in the company petitions in accordance with the Companies Act and the Rules thereunder.",,
,,,,"73. The bar of limitation, as set out in Section 3 of the Limitation Act, 1963, goes to the root of the matter and irrespective of whether the objection has been raised or not, the Court is cast with an independent duty to look into the aspect of limitation. In Noharlal Verma Vs. District Co- Operative Central Bank Limited, Jagdalpur32, the said principle has been succinctly set out in the following words :-

""32. Now, limitation goes to the root of the matter. If a suit,appeal or application is barred by limitation, a court or an adjudicating authority has no jurisdiction, power or authority to entertain such suit, appeal or application and to decide iton merits.
33. Sub-section (1) of Section 3 of the Limitation Act, 1963 reads as under :-
""3. Bar of limitation.-(1) Subject to the provisions contained in Sections 4 to24 (inclusive), every suit instituted, appeal preferred, an application made after the prescribed period shall be dismissed although limitation has not been set up as a defence.""
(emphasis supplied) Bare reading of the aforesaid provision leaves no room for doubt that if a suit is instituted, appeal is preferred or application is made after the prescribed period, it has to be dismissed even though no such plea has been raised or defence has been set up. In other words, even in absence of such plea by the defendant, respondent or opponent, the court or authority must dismiss such suit, appeal or application, if it is satisfied that the suit, appeal or application is barred by limitation.""",,,,"129. I find substance in the submission of Mr. Seksaria that no notice was required to be given to the Petitioner as it was not a creditor of E-City and it is not necessary to give notice to the contingent creditors. In fact, right of the Petitioner to recover 'damages' was crystalized only when the final Award was passed by the ICC Tribunal and this event occurred on 24/04/2008, which is almost a year after the completion of demerger, through the process contemplated in India. It is worth to note that the declaratory Award cannot be enforced without quantification and, therefore, the final Award dated 24/04/2008 is the one which is sought to be enforced. The annual report of E-city for the financial year 2006,2007 made disclosure of liability towards IMAX and the Petitioner and the pending proceedings. The annual report for the year ending on 31/03/2006 formed part of the Company Petitions filed before this Court for approval of demerger scheme of Respondent Nos.2 and 3 and, therefore, when an order is passed by a competent Court, permitting the de-merger, there can be no challenge raised to the same.",,
,,,,"75. Whether a decision on question of law operates as res judicata was the subject matter of the determination before the Apex Court as early in 1970 in Mathura Prasasd Bajoo Jaiswal & Ors. (supra), in relation to Section 11 of the Code of Civil Procedure, 1908 and what would constitute res judicata, a doctrine belonging to domain of procedure, was deliberated.

The pertinent observations in paragraphs 6 and 7 of the decision read thus :-

""6. The authorities on the question whether a decision on a question of law operates as res judicata disclose widely differing views. In some cases it was decided that a decision on a question of law can never be res judicata in a subsequent proceedings between the same Parties : Parthasardhi Ayyangar v. Chinnakrishna Ayyangar; Chamanlal v. Bapubhai; and Kanta Devi v. Kalawati. On the other hand Aikman, J., in Chandi Prasad v. Maharaja Mahendra Singh , held that a decision on a question of law is always res judicata. But as observed by Rankin, C.J., in Tarini Charan Bhattacharjee v. Kedar Nath Haldar :
""Question of law are of all kinds and cannot be dealt with a though they were all the same. Questions of procedure, questions affecting jurisdiction, questions of limitation, may all be questions of law. In such questions the rights of parties are not the only matter for consideration.""
We may analyse the illustrative cases relating to questions of law, decisions on which may be deemed res judicata in subsequent proceedings........

7. Where the law is altered since the earlier decision, the earlier decision will not operate as res judicata between the same parties :

Tarini Charan Bhattacharjee's case (supra). It is obvious that the matter in issue in a subsequent proceeding is not the same as in the previous proceeding, because the law interpreted is different.""",,,,"Though Mr.Seksaria has attempted to raise certain objection about its confidentiality, it being a privileged document, which predate the approved scheme presented before its Board of Directors, being placed before the Court at Ontario and some doubt is raised about the manner in which it has been procured, I do not intend to delve deep into this aspect, but at this stage deem it appropriate to only note that the Petitioner was aware of the proposed scheme of demerger, but chose to maintain silent and now for the first time, the scheme of demerger is called in question. However, with the explanation offered by Mr. Chinoy, that the Petitioner has no intention to raise challenge to the demerger scheme and even the impleadment of Respondent Nos.2 and 3 is for the reason that the Petitioner perceived it as an attempt to divest E-City of its assets so as to defeat the Award, I deem it appropriate to close this issue at this stage, as I have noted that it is by two orders passed by this Court in the Company Petition, the scheme of demerger between Respondent Nos.1 and 2 and Respondent Nos.1 and 3 has been approved and the schedule to the scheme clearly reflect the book value of the assets vis- a-vis liabilities of the Company and, therefore, there is no gainsay in the submission advanced on behalf of the Petitioner that the whole object of the de-merger scheme was to strip 136/168 CARBP-414-18.odt Respondent No.1 of its assets to avoid the liabilities under the declaratory Award and to render its enforcement infructuous.",,
,,,,"76. Holding that the question of jurisdiction of the Court, or of procedure, or a pure question of law unrelated to the right of the parties to a previous suit, is not res judicata in the subsequent suit, the observations of Rankin, C.J. in Tarini Charan Bhattacharjee v. Kedar Nath Haldar 33, were reproduced :-
""The object of the doctrine of res judicata is not to fasten upon parties special principles of law as applicable to them inter se, but to ascertain their rights and the facts upon which these rights directly and substantially depend; and to prevent this ascertainment from becoming nugatory by precluding the parties from reopening or recontesting that which has been finally decided.""
In paragraph 10 of the law report, Justice J.C. Shah concluded that a question relating to jurisdiction of a Court cannot be deemed to have been finally determined by an erroneous decision of the Court and if by an erroneous interpretation of the statute, the Court holds that it has no jurisdiction, the question would not operate as res judicata. Similarly, by an erroneous decision, if the Court assumes jurisdiction, which it did not possess under the statute, the question cannot operate as res judicata between the same parties, whether the cause of action in the subsequent litigation is the same or otherwise.",,,,"It is, after this reporting, the partial Award on jurisdiction and quantum was passed by ICC Tribunal on 24.08.2007 and, therefore, the contention of Mr. Chinoy that the scheme of demerger was intended to defraud IMAX, the Petitioner, cannot be accepted.",,
,,,,"The question relating to limitation thus cannot be deemed to have been determined by an erroneous decision of the Court and such decision shall not operate as res judicata at a subsequent stage between the same parties because if it is considered to be conclusive, it will assume the status of a special rule that is applicable to the Petitioner and the Respondent No.1, relating to the jurisdiction of the Court to entertain the application in derogation of the rule declared by the legislature that Article 137 of the Schedule of the 81/168 CARBP-414-18.odt Limitation Act and Section 3 of the Limitation Act and, particularly, this is what the law laid down by the Apex Court in Vedanta Limited (supra), concluding that the foreign awards are not decrees of the Indian Civil Court and the application for its execution would be an application not covered under any other Article of the Limitation Act, and, hence, would be covered by Article 137 of the Limitation Act, 1963.",,,,"The Petitioner had a knowledge of the demerger of Respondent No.1 when it approached the Supreme Court of New York as an authenticated true copy of the order dated 31/08/2007 passed by the Bombay High Court in Company Petition No.407/2007 approving the scheme of demerger between Respondent Nos.1 and 3 was annexed alongwith the proceedings and the certified copy of the same was obtained by the Petitioner on 01/11/2007. Since the Petitioner continued to remain silent despite having knowledge of the demerger scheme from 2008, after a gross delay of 11 years, there cannot be an indirect challenge to the scheme of demerger as the orders have already attained finality.

                                 137/168                CARBP-414-18.odt

                                ISSUE NO.F",,
,,,,"It is in these circumstances, while concluding that enforcement and execution can form part of the same proceedings, Article 136 under the Limitation Act is invoked.",,,,"He would candidly submit that the Respondent Nos.2 to 4 have been joined at the execution stage of the awards as the respondents have, during the pendency of the arbitration proceedings, divested the assets and properties of Respondent No.1 to the Respondent Nos.2 and 3 Companies through the two schemes of De-merger, leaving E-City Entertainment (L) Pvt Ltd with a meager asset of approx. 700,000 US$. The Respondent No.1 face an accusation that this improper diversion of its assets to the Respondent No.2 i.e. E-City Real 138/168 CARBP-414-18.odt Estate Pvt. Ltd. took place in June 2007 after the 'liability award' dated 09/03/2006 was made and the improper diversion of balance assets of E-City to the Respondent No.3, E- City Project Construction Pvt Ltd, took place in August 2007 after both, the liability award' dated 09/07/2007 and the 'quantum award' dated 24/08/2007 were pronounced. As far as Respondent No.4 E-City Investment and Holding Co. Pvt. Ltd is concerned, it is the holding Company which holds more than 98% shares of E-City Real Estate and E-City Project Construction Pvt.Ltd, and which along with, E-City Real estates holds 99% of E-City Entertainments.",,
,,,,"80. Reliance is placed on the well settled position of law as set out in Fiza Developers(supra) to the effect that until disposal of the application under Section 34 of the Arbitration Act, there is an implied prohibition on enforcement of the arbitral award as the very filing and pendency of the application under Section 34, in effect operated as stay on the enforcement of the award.

Laying emphasis on the provisions of the Arbitration Act, prior to its amendment by the 2015 Amendment Act (with effect from 23/10/2015), the observations in paragraphs 19 and 20 in Fiza Developers (supra) were reproduced in support of the plea that filing and pendency of an application under Section 34, in effect, operate as a stay to the enforcement of the award.

My attention is invited to the decision of the Apex Court in case of Hindustan Construction Company Ltd. (supra), wherein it is categorically held and declared that there was never an automatic stay on enforcement of an award, upon filing of a petition under Section 34 of the Act, either pre or post to 2015 amendment to the Act, and the decision in case of Fiza Developers (supra) was expressly over ruled by declaring it to be per incuriam including paragraph 20 thereof, which formed the basis of the incidental observations in the order dated 13/11/2019 as regards applicability of the limitation prescribed under Article 137 of the Limitation Act.

It would be appropriate to reproduce relevant observations in Hindustan Construction Company Ltd. (supra), to the following effect:

85/168 CARBP-414-18.odt

32. When this Court speaks of 'the mandatory language of Section 34' of the Arbitration Act, 1996 obviously what is meant is the language of Section 36 of the Arbitration Act, 1996, as noted by National Buildings Construction Corporation Ltd.vs. Lloyds Insulation India Ltd. (2005) 2 SCC 367 (in paragraph 6). In Fiza Developers and Inter-Trade (P) Ltd. v. AMCI (Budia) (P) Ltd., this Court held: [Fiza Developers & Inter-Trade case, SCC p. 801, para

20. Section 36 provides that an award shall be enforced in the same manner as if it were a decree of the court, but only on the expiry of the time for making an application to set aside the arbitral award under Section 34 or such application having been made, only after it has been refused. Thus until the disposal of the application under Section 34 of the Act, there is an implied prohibition of enforcement of the arbitral award. The very filing and pendency of an application under Section 34, in effect, operates as a stay of the enforcement of the award.""

33. To state that an award when challenged under Section 34 becomes unexecutable merely by virtue of such challenge being made because of the language of Section 36 is plainly incorrect. As has been pointed out hereinabove, Section 36 was enacted for a different purpose. When read with Section 35, all that Section 36 states is that enforcement of a final award will be under the CPC, and in the same manner as if it were a decree of the court. In fact, this is how Section 36 has been read by a three-Judge Bench in Leela Hotels Ltd. v. Housing & Urban Development Corpn. Ltd. as follows: (SCC p. 313, para 45) ""45. Regarding the question as to whether the award of the learned arbitrator tantamounts to a decree or not, the language used in Section 36 of the Arbitration and Conciliation Act, 1996, makes it very clear that such an award has to be enforced under the Code of Civil Procedure in the same manner as it were a decree of the court. The said language leaves no room for doubt as to the manner in which the award of the learned arbitrator was to be accepted.""

38. Thus, the reasoning of the judgments in NALCOS, and Fiza Developer Inter-Trade (P) Ltd. being per incuriam in not noticing Sections 9, 35 and the second part of Section 36 of the Arbitration Act, 1996, do not commend themselves to us and do not state the law correctly. The fact that NALCO has been followed in National Buildings Construction Corpn. Ltd. v. Lloyds Insulation (India) Ltd. (supra) does not take us any further, as National Buildings Construction Corpn. Ltd. in following NALCO, a per incuriam judgment, also does not state the law correctly. Thus, it is clear that the automatic stay of an award, as laid down by these decisions, is incorrect. The resultant position is that Section 36 - even as originally enacted- is not meant to do away with Article 36(2) of the UNCITRAL Model Law, but is really meant to do away with the two bites at the cherry doctrine in the context of awards made in India, 86/168 CARBP-414-18.odt and the fact that enforcement of a final award, when read with Section 35, is to be under the CPC, treating the award as if it were a decree of the court.",,,,"133. The legal scenario flowing from the decision, has acknowledged that the doctrine of piercing the corporate veil, is also applicable in execution proceedings, when the Company is a creature of the group and it has masked itself in an attempt to avoid recognition by the eye of equity or when it is a mere cloak or sham and in truth, the business was being carried out by one person and not by a company as a separate entity, or when the Companies are intricably interlinked corporate entities. The Corporate veil can be lifted in cases where the Court from the material on record derive an inference that the judgment debtor is trying to defeat the execution of the award and in such a situation, if Respondent Nos.2 and 3 are only the cloaks and mask behind which the Respondent No.1 attempted to operate, so as to avoid its liability under the awards and the entire assets were transferred only with this intention, then, in such exceptional circumstances, it is permissible to pierce the corporate veil 140/168 CARBP-414-18.odt and the law in this regard is, by this time, well settled.",,
,,,,"81. In the wake of the aforesaid, since the judgment in Fiza Developers (supra), which contemplated that in enforcement of the arbitral award, by the very filing and pendency of an application under Section 34, amount to stay on the enforcement, has lost its ground and the order dated 13/11/2019 which is based on Fiza Developers (supra) also cannot sustain.

In the wake of the aforesaid, the said order cannot operate as res judicata between the parties as Hindustan Construction Company Ltd. (Supra) has declared the law that there was never an automatic stay on enforcement of an award, upon filing of a petition under Section 34 of the Act and the incidental observation in relation to Article 137 of the Schedule to the Limitation Act, in the order dated 13/11/2019, has also lost its grounds, though I am of the firm view that the reference to Article 137, and its applicability was only a non- incidental discussion. The observations in the order dated 13/11/2019, in so far as Article 137 of the Schedule of the Limitation Act is concerned being only incidental observations, as the objection raised by the Respondent No.1 and the determination was focused upon the applicability of the Article 136 and therefore, I find substance in the submission of Mr.Seksaria, that the order dated 13/11/2019, cannot operate as res judicata or issue estoppel.",,,,"134. E-City Entertainment (I) Pvt.Ltd, Respondent No.2 was incorporated on 29/4/2005, a year later, after the claim was instituted by IMAX before the ICC, whereas Respondent No.3, E-City Project Construction was incorporated was 8/6/2005.",,
,,,,"83. In Sukhbiri Devi & Ors. Vs. Union of India & Ors. 34, while deciding as to when can a preliminary issue under Order 14 Rule 2 (2) (b) of CPC be formulated, received the answer in the following words:-

""17. In view of the legal position obtained from the decision in Nusli Neville Wadia's case the following decisions also assume relevance. In the decision in National Insurance Co. Ltd. v. Rattani this Court held that an admission made in the pleadings by a party is admissible in evidence proprio vigore. Equally well settled is the principle of law that an admission made by a party in his pleadings is admissible against him proprio vigore (see the decisions in Ranganayakamma v. K.S. Prakash (Dead) By LRs. and Vimal Chand Ghevarchand Jain v. Ramakant Eknath Jadoo.
18. In the context of the usage of the expression ""admitted facts"" in paragraph 52 of the decision in Nusli Neville Wadia's case and the word 'admission' employed the National Insurance CO. Ltd. case a reference to Sections 17, 18 and 58 of the Indian Evidence Act would not be inappropriate. A conjoint reading of the said provision would reveal that 'statements' by a party to proceedings are admissions and facts admitted need not be proved.
19. We referred to the said provisions and decisions only to stress upon the point that the appellants cannot legally have any dispute or grievance in taking their statements in the plaint capable of determining the starting point of limitation for the purpose of application of Order XIV, Rule 2(2)(b) of the CPC. Though, limitation is a mixed question of law and facts it will shed the said 34 2022 SCC OnLine SC 1322 88/168 CARBP-414-18.odt character and would get confined to one of question of law when the foundational fact(s), determining the starting point of limitation is vividly and specifically made in the plaint averments. In such a circumstance, if the Court concerned is of the opinion that limitation could be framed as a preliminary point and it warrants postponement of settlement of other issues till determination of that issue, it may frame the same as a preliminary issue and may deal with the suit only in accordance with the decision on that issue. It cannot be said that such an approach is impermissible in law and in fact, it is perfectly permissible under Order XIV, Rule 2(2)(b), CPC and legal in such circumstances. In short, in view of the decisions and the provisions, referred above, it is clear that the issue limitation can be framed and determined as a preliminary issue under Order XIV, Rule 2(2)(b), CPC in a case where it can be decided on admitted facts.""
84. The order dated 13/11/2019, has conclusively held that Article 136 apply to a foreign award, since it is stamped as a decree, by referring to the decision of the Apex Court in Fuerst Day Lawson Ltd. (supra) and M/s. Compania Naviera 'sodnoc vs. Bharat Refinaries Ltd, with respect to limitation being 12 years and the objection raised by E-City that the petition is barred by limitation, by applying Article 137 was rejected.",,,,"All the Respondents collectively have adopted a stand that since the scheme of demerger was sanctioned by the High Court, and it is now not permissible to re-open them after a lapse of considerable time.",,
